Review,Rating
"worst costumer service reservations june told casino closed october way wanted accommodate sending kids bus hotel crazy stay hotel regular hotel years, went ritz carlton- hotel treat like king best service best rating aaaaa,,  ",1
"oh gosh, like reviewers actually booked hawaiian polo inn ended, honeymoon trip said long got place stay ok. turned gave smoking room ashtray ashes towels supplied big hole, bed spread wet came buy towels abc target cover bed, nightmare,  ",1
"awful hotel, no way 4.5 star hotel like 1 star, room big dirty walls horrible lighting, noisy uninformed staff, completely not want stay radisson hotel,  ",1
"sunscape sucks, experience resort awful, room musty bed hard hear rooms, food horrible, not picky people place ridiculous, not believe reviews people say loved think reviews staff drugs nothing good say resort, n't sunscape,  ",1
"just got 4 day stay definitely not recommned place, room dirty paint peeling tiles missing moldy bathroom, stand chair adjust rattling air conditioner, breakfast so-so rolls weak coffee, pictures web site brochure nothing like place, n't stay,  ",1
"appalling worst hotel stayed, not recommend dog.the major problem staff reception breakfast room, good course customer service not astray rude unhelpful, amsterdam 3 times year come away impression like,  ",1
"willow stayed nights beginning month planned stay week decor 70, swimming pool size large bath food restaurant start way priced discusting, stay, no, reccommend hotel, no,  ",1
"hated inn terrible, room-service horrible staff un-welcoming, decor recently updated lacks complete look, managment staff horrible,  ",1
"lti family wife 2 daughters struggled flies meals, admit not winners b food dull not big deal risky spent day suffering diarrheaneed say,  ",1
"terrible hotel terrible hotel staying just year problems, problems months getting fixed, better staying different place, definetally not place stay long term, nights fine longer recommend staying established place,  ",1
"dump travel agent thought doing favour up-grading hotel, did n't, run condition broken lifts broken doors fittings units not nice honolulu, does kitchenette no jug, boil water tea microwave, no restaurant hotel nearby, does water views,  ",1
"simply awful, hotel bad state repair, time stayed 2 years ago n't good gotten worse, staff indifferent security bad, gentleman room laptop stolen room locked, advise choice,  ",1
"not 3 star maybe 1 star say location wise good hotel wise terrible, plus free water beer breakfast negative run rooms terrible plastic furniture bed rock solid rooms smell rooms hallways awful.would not recommend,  ",1
"stay away hotel quite good location horribly dirty, wanted leave immediately not alternative accomodation new year eve period.stay away choose better hotel,  ",1
"not recomend not star hotel thomson 3+ like 2 star lower food bland stomach problems 2 days returning home not lot atmasphere entertainment disapointing cockroaches food sister hotel naibor holiday hell ill 12 days 14 days not able water,  ",1
"not hotel soo bad recommend rooms small no room bags bed hard bathroom disgusting.breakfast cheap good hotel terrible.never,  ",1
"copley house not good experience, avoid place like frat house, doors slam people crash stairs night, bathroom falling apart, just wanted,  ",1
"place bad place bad huge cochroch pillow sheet pool water cloudy, person desk didnt know, rooms smelled like pee smoke wasnt smoke room nail clippings floor paint chiping, place just offale, woule stay,  ",1
"low budget dump, place dump, stayed 2 nights june, start room tiny air conditioner broken shower broken telephone broken room old run, asked moved room said, night moved newer hotel no better, stay recommend hotel,  ",1
"big disappointment posted premises nl search engine, recent renovation tacky noisey ventilation not turned, tiny musty rms, stealth chgs breakfast.. premises reek tobacco, annex bldgs away isolating,  ",1
"poor cast won t speak speed spanish terrible english, no non smoking area room noisy work progress building nearby walls, people not really friendly, breakfast poor, not included price,  ",1
"sorry outdated boring moment walked lobby thought sure does n't look like visual tour saw internet, wow paid million dollars marketing sure looked nothing like, let sum unless spain antisocial place not, trust, hotels costumer service joke,  ",1
"horrid experience room stayed dirty small got house keeping, day cake bed no fresh towles no fresh cups coffee..etc.. stayed low budget hotels better service hotel,  ",1
"expensive run dirty hotel does not match pictures shown hotel website, rooms not clean need renovated, bathrooms filthy stay bring disinfectant, furnishings old run, basically scam hotel representing luxury hotel nothing truth,  ",1
"problems way stayed 2 nights, property not bad stayed room squeaky pipes, not pleasant thing woken 6 sound pipes squealing cause taking hot shower.they overcharged basically charged twice husband charge card stay denied, annoying, wo n't staying,  ",1
"cranes close comfort** outside window huge crane close comfort, noise construction directly adjacent hotel slight annoyance, construction seeing large cranes towering hotel directly outside window hotel,  ",1
"terrible esp compared hotels say, terrible experience compared uma ubud, hotel run ants room doors not shutting properly.the food expensive pretty average, swimming pool old shabby mentioned theme not, money better spent,  ",1
"not business, nice hotel n't stay unless n't care not receive faxes time telephones transfered wrong room unlucky family guest better stay plaza athenee meurice, splendid service overthere,  ",1
"unfair loss credit card holiday not card used payment room, staff unhelpful proceeded charge room refused let stay despite proof id, waste, make way airpost stay evening late,  ",1
"lesson learned air conditioners dont 78 degrees mildew smell seedy-nasty staff low class clientle, scene no problems, evidently used not time stay marriott,  ",1
"hated cocktails hello concierge, promised complimentary cocktails watered not southern standards georgia standards, oh n't think trying sneak extra people room remember happened paul mccartney,  ",1
"dirty hotel woderful hotel good choice people n't need cleanliness, attractions golf casino disco restaurants, thing clean beach really wonderful,  ",1
"warning not stay worst hotel booked did not room booked said 4 months earlier, got hotel did not let till 500 check 300. toliet spraying mattress 2 inches overall horrible, drinks warm, no swim bar like promised,  ",1
"dump glorified 6 motel complete popcorn ceiling views people rooms old dirty outdated decor cares suites bad, did n't great views restaurant atop hill no better roadside dumper, travelodge crowd obviously does love,  ",1
"worst hotel room awful no windows poor lighting extremely cramped poor bedding, door bathroom screen, bathroom extremely basic, not stay hotel circumstances,  ",1
"bad experience not stay stayed week waikiki marriott horrible experience, noise terrible rooms really run, options waikiki not stay,  ",1
"horrible stay bad staff rooms horrible staff unwiling assist, hotel did not booking despite confirmed e-mail, manager wanted book 2 star hotel refusing got think worst room place.breakfast no choice.would stay hotel,  ",1
"not woth money, hotel march 6-10th bachelor party say dissappointed service received staff, make short not recommend hotel,  ",2
"hidden cost reading reviews booked hotel 126 euros travelocity, got confirmation email travelocity charged extra 24 euros breakfast regardless wanted not cancelled reservations,  ",2
"ca n't bath, stayed hotel mid february, location excellent, rooms classic style lovely, bathroom large beautiful big bath tub not hot water bath tub, shower no hot water, disappointed, staff not helpful, recommend hotel location,  ",2
"central needs new beds stayed 5 nights paid 120 euros night.our room clean staff nice breakfast dull.it good position struggled flights reception.our bed room 4 dipped middle lighting lot better.this 2 star not cheap better room furnishings,  ",2
"n't hotels website pictures, hello dissapointed hotel, rooms need major renovations, hotel nothing like pictures website, rooms small beds old squeaky basic amenities, stay hotel future,  ",2
"bad breakfast hi stayed hiltons hat problems breakfast, service slow quality breakfast buffet n't really 5 star, room ok compareble hotels,  ",2
"feared afraid reviews read correct, thought place o'kay, nothing fancy decent room stay beach nights, night roaches started coming drapes hole ac hole wall outlet, not stay,  ",2
"room small room small star hotel, checked 16.30 told room not available wait hour, got room not twin bed room reservasion, reception told evening bed changed, upset service got not return hotel, poor serseve coparing hk stars hotel,  ",2
"rooms bad.beach eating good rooms old lots problems.hotel people not fix problems.the receptionists not helpfull.but beach bars casino good.the restaurants good fresh food good staff.place safe grounds green lovely,  ",2
"expectations went hotel based reviews site disappointed hotel old creepy sleep night becasue noise neighbohring rooms terrible small old bed.this hotel cheap pay,  ",2
"basic n't best hotel world reflected price, relatively clean beds comfortable, bathroom adaquate size, personally stay n't far centre,  ",2
"so-what so-ho rooms nicely appointed problem staff, unfriendly, unaccommadating unknowledgeable, id recommend considering soho stay,  ",2
"poor quality great location fabulous location right beach rooms need work, sheets threadbare no hot water water pressure noisy, room clean n't sit bedspread,  ",2
"manz manchester husband just come 4 nights luxer forth time amsterdam double room attic light bathroom did not work 20 mins plugging noisy room clean walk hotel seedy guys asking want drugs scarey not stay,  ",2
"stay taxi driver laughed said novotel century harbourview reaction harbourview laughed, glimpse water buildings, arrived pool renovated town not taxi shuttle bus good shopping, beds hard, stay,  ",2
"n't bring valuable beautiful hotel grounds huge bring walking shoes.some restraunts ok not.our biggest problems things got missing rooms.an engagment ring taken perfume clothing, not happy, hotel did nothing, said coul n't prove ring, etc. no,  ",2
"walls hear people door stayed 4 nights paid 1,300.00, nights neighbors partying till 3, walls paper, hear mean, complain manager just said sorry did little calm situation, n't sleep night sleep morning catch, sleep place tell horrible experience,  ",2
"overpriced overpriced hotel rooms small breakfast v average, good location, unfortunately arrived hotel booked, moved hotel night right pain,  ",2
"great location shabby rooms hotel great location rooms extremely dated use modern decoration, communal areas nice pools good, drinks piano bar expensive got drink lobby cheaper reason,  ",2
"warwick bad good reviews warwick shocks staff quite rude rooms fairly dirty, cut asked bandaid did not, requested bottle opener did not better service,  ",2
"surprised surprised good reviews hotel got, location good pretty lousy price paid, loud night n't sleep 3am plus room horrible, say big felt like falling apart, clean, thought nightmare owners n't compensate, sorry chosse hotel,  ",2
"facilities, gone, again.beautiful location lot little problems transformed staying bad experience, closed restaurant august not apprecciated, payed 516 dollar room rack rate 460 dollars,  ",2
"ok hotel watch price breakfast 6 ahead nothing specialthe food restaurant good.accommodate basic minimal needs lick paint, prepared long walk tram dam square,  ",2
"poor food no personal service room lovely available chairs crowded time, food poor, rooms party money taken complaint got no feedback,  ",2
"not great value like boutique hotels rooms uncomfortably small shelf space toiletries virtually non-existent price/value low, location fabulous staff super, trip book sister hotel street, continentale lungarno, stayed unbeatable,  ",2
"not good aware not 4 star hotel, stayed week disappointed up-grade better room seen calling 4 star room,  ",2
"no value stayed night, rooms ok weird, nickled dimed turn, 9 dollars bottle water, staff look act like models calvin klein, just strange place, not,  ",2
"expectations ok. slow staff, waited hour half crib delivered inquiries status, elevator unbelievably slow, nothing really good area eating, room ok a/c unit n't working, poor hotel ca n't complain price priceline,  ",2
"n't pay 59/night, pay, paid 59/night place worth, moved times 2 rooms smelled mold, small rooms, dirty, staff nice hotel convenient d day museum street car, cool bar,  ",2
"attitude review receptionist rude unwilling listenthe rooms modern fresh great pool facilitiesthe duvet room far hot welost 5kg overnight.would not stay great facilities.if train reception staff smile polite reconsider,  ",2
"okay hotel average best, staff nice service slow bad, room ok little dingy, restaurants average good place n't want stay 4-5 days san juan, longer splurge nicer place,  ",2
"check reviews, check reviews hotel, school vacations price high place, city great 5 yrs, construction awful beach terrible, old san juan great snorkeling trip, rent car explore, weather wonderful enjoyed resort,  ",2
"not worth money booked room thinking nice, pool small hot tub warm not hot, rooms needed updated, shower didnt drain, dont forget parking pay, best thing beds comfortable small, overall wasnt impressed,  ",2
"ok dwarfs stayed holiday inn march 2005. rooms smallest encountered hotel, position great little noisy times breakfast rooftop restaurant enjoyable,  ",2
"not 3.5 star hotel, not place stay want conveniences normal hotel, no restaurant, tiny bar, rooms small decorated asian design, black white chrome glass mirrors stone, cold atmosphere, good thing 50 yards beach, definite not stay recommendation,  ",2
"bad bad bad hotel verry bad pls not stay, close ramblas things service customer extremeley poor, terrible cant recommend,  ",2
"nice clean not hotel clean appeared recently renovated n't greatest street lots graffitti not tourists room felt like basement view pipes, concierge helpful breakfast good,  ",2
"disappointing disappointed stay benjamin, originally reservation guaranteed king not honored check-in, carpet stains overall room did not feel clean, woman desk bordered rude mentioned concerns, benjamin overrated,  ",2
"good hotel lacking customer relation jaust returned short trip florence hotel degli orafi magnificient position lovely rooms lacking staff courtesy.having opinion customer relation starts office conciergerie say realy disappointed,  ",2
"just hotel pros great location waikiki beach+ reasonable pricecons old/outdated hotel- small pool- concierge outsourced not knowledgeable area,  ",2
"desperate stay not good beds terrible springs shot loud main intersection plus courtyard gets loud construction free internet not accessible 2nd floor, bed sheets not tucked properly.i not stay unless no choice,  ",2
"pig lipstick wife 15,000 piece jewlry stolen room, staff not helpful rude need say more.i not recommend property, beautiful comes steep cost considering theft.a pig dressed lipstick pig,  ",2
"stayed night, good location couple minutes airport, free shuttlebus availiable.my room ok no complains property run really need facelift,  ",2
"terrible customer service reviewers clearly hired hotel, things good hotel aveda products big mirror, inexperienced unprofessional staff treat guests terribly, talked guests similar opinion,  ",2
"n't book rooms rambla rooms facing rambla extremely noisy ones clock, book rooms not pay extra charge having sleepless nigths,  ",2
"diarrhea punta cana bring diarrhea medicine best, people hospital hotel did not care, violently ill evening son hospital night bring interpreter hospital hotel,  ",2
"practical really cant understand people exited 5 star ratings hotel clean metropark hotel motel 6 heels clean spacious, bar horrible food sucks design terrible, looking mimimun cleanliness, looking experiance n't think,  ",2
"great location no window room place d armes best locations french quarter interior room no windows felt dark musty, outside hotel room hotel character atmosphere,  ",2
"old fashion okay just came pr stayed esj tower location great hotel self old fashion needs renovation rooms okay bathroom fixtures 1980's.the good thing valentine weekend fiance did n't really care busy, second time pr time not esj tower belive,  ",2
"westin times square cheats customer starwood points booked room 7 nights using hotels.com spent 3200, westin refused points starwoods reservations using hotels.com not directly westin, speacilly unpleasant paid commison hotels.com not westin,  ",2
"days inn stayed past 2 years, ragedy, bed bathroom clean wore, hotel usually noisey single pane windows rowdy groups staying hotel, good price settle noisey not clean hotel,  ",2
"business visit hotel brilliant location just opposite tram train station easy access city day night, stayed 4 times business say location brill, hotel bedrooms little lacking decor thing makes, not quite 4 star 3 star stay,  ",2
"cramped cute really cute nice new remodel rooms tiny, thought cruise ship, open getting new bartender everyday close bartender felt like, worst beds awful, 23 years old woken morning hunched grabbing pain,  ",2
"hotel did not let know advance pool area close renovation, day vacation passes marriot hotel pool, concierge not helpful whatsoever, rooms infested mosquitos, beach not block away actualy 5 blocks away, advise books hotel unhappy,  ",2
"not 4 star hotel unimpressed westin, certainly not 4 star rating, shower clogged little space bathroom no place make-up bag staff not helpful, spoke manager let assure customer service not strong suit,  ",2
"not bad, stayed pickwick september 2002 just alright, rooms reasonable, advised not use restaurant service slow, ok near market street cable car terminus dodgy characters hanging nearby liking normal san francisco not hotel,  ",2
"big resort wife just returned staying week serenis tropical suites, big resort lots european classify star, just little tired getting early chairs beach, food good service dinner excellent, trip dominican republic lots caribbean discover,  ",2
"not impressed stayed 4 nights beautiful san francisco april 2007. scheduled stay cancellor hotel entire trip, decided stay 1 night, rooms terribly small rates, case basically paying location, website nicer reality, best thing hotel cookies desk,  ",2
"lovely hotel dodgy area nice hotel helpful staff clean rooms.was pickpocketed right outside hotel organised gang, police not interested just watch, care rambla approaches ready defend way money,  ",2
"totally agree husband 3 kids went week feb 5 12 agree poor rating- pretty imagine beautiful complete- poor kids club no activities children plus n't people there- 50 total- disappointed,  ",2
"worse thought recent review indicated price room 500, mistake current rates double price really terrible value money,  ",2
"not recommended boston not staying rooms tiny small climb bed pinned walls, view multi storey car park no coffee making facilities entire building need refurbishment tlc.the location good staff ok just not worth money boston__Ç_é_ cheaper hotels,  ",2
"just ok hotel nice, but- checked rate charged not rate quoted, told guy desk corrected no apology given, prices not acceptable,  ",2
"nice rooms not clean bathrooms definitely regards class standards hotel like expect cleaner bathrooms, staff pretty good spending night experiencing joy 4 legged creature crawling face middle night stay,  ",2
"cheap freindly dirty, say cheap amsterdam location good bars shops stayed floor walls covered black mould.this place dump stag not worried hotel, ca n't walk stairs dont stay load, staff freindly amsterdam,  ",2
"horrible location hotel new great breakfast buffet, rooms nice cable multiple english channels, horrible location, traveling mother extremely hard time finding cab hotel central beijing, overall not stay solely location,  ",2
"cheap construction floor room great managers lousy room cheap construction hear upstairs neighbor time got bed creak creak creak,  ",2
"paradise lost beautifull place, totally disapointed thejr, suite not saw pictures, staff wasexellent, needs new carpets complete makeoverat 6th floor level,  ",2
"lame located far wonderful places florence hotel actually bowling alley, attractively decorated poorly staffed disturbingly poorly maintained new place, ask towels soap experienced plumbing problems, staff not friendly helpful,  ",2
"wilson noisy hotel 5th floor clean windows 2am not good flight catch consiege think perfectly reasonable, not recommend hotel,  ",2
"noisy nice small hotel busy section old san juan, n't stay want sleep, bar goers neighborhood party 4 a.m. ready night owl stay,  ",2
"disappointing needed transportation hotel ballet best hotel car minimum 2.5 hours 95/hour, paying 1200 suite thought better,  ",2
"booked hotel rydges web site billy elliot capital hotel door, room small 2 single bedsbathroom room person time window faced alley dark room tired hotel expected rydges group, want capital try metro opposite,  ",2
"worn impersonal just stayed nights marina mandarin, room small tired worn bathroom need good mould removing treatment, breakfast ok coffee tea quite horrible just lukewarm, overall feel tired hotel caught 1970's/80 time warp, not returning,  ",2
"not worth price n't know people hotel, expensive boston quite expensive, rooms bland small bathroom, service slow not accomodating staff not friendly, definitely not worth price not,  ",2
"overbooked, showed 10 check in- told not check 3 pm, came 4 pm told overbooked, business hotel quite ways away needed, adagio room hotel supposedly n't pay it- disconcerting incurred additional parking charges drive destination instead walking,  ",2
"light light shaddow, reception horrably slow unefficient, rooms standart different quality, facilities not outstanding, long ways walk b. good breakfast, aircon room not strong got 26 degree c,  ",2
"rooms, day kowloon hotel wondering possibile room hotel room, not fat space exactly me.ok room hkg small small concierge service good location ok kowloon nad nathan road.considering paied say hotel everage quality return able good price not,  ",2
"jury staff really friendly helpful room tiny dated.bathroom basic no room store cases etc.breakfast pretty basic no fresh milk coffees no butter toaster welcome addition fresh fruit stairs interesting touch n't like negotiate wild night,  ",2
"noisy friends stayed 2 nights, employees desk friendly helpful, room ok nothing remember, worst stay screaming shouting heard 2 days stay woke times, breakfast service better expected recomende, need good hotel good area chain recommend u232,  ",2
"bali garden o.k, family stayed bali garden hotel 7 days sure cremation site pool construction fine cheap holiday want pay right ahead, bali garden convenient staff friendly sure not standard oz not fussy just want great time,  ",2
"bit let, stayed hotel final 3 days honeymoon, arrived staff excellent received champagne given great room did n't feel hotel reflected 4 stars, no e-mail access terrace staff unhelpful rude, central not stay, felt hotel not star league,  ",2
"wasent bad 2 friends stayed 3 days lol got admite far anywere almere needed everyday kids playing football sv almere hotel ok needed somewere just sleep yes got sleep comments cant say bad deffo stay,  ",2
"not great sheets clean beds comfy breakfast good downside staff rude noticed rooms noisy lovely view road 1 foot window rooms pretty poky, not recommended n't fancy 10 minute uphill walk metro time head,  ",2
"nice lots maids/cleaners sticky fingers spent 4 days wedding january 2008. overall hotel clean food ok. important thing room lock personal belongings safe, cleaners thiefs jewelery ipods nice clothes, careful,  ",2
"okay difficult hotel people lives dont know, street hotel not nice like picture.the room okey clean tiny nice bathroom walls listen think isn t close main places not walking lost, location problem traveling group maybe wouldn t,  ",2
"miss better hotels indifferent staff tiny rooms, arrived did not double room booked, given upgrade accept room twin beds, small noisy air plant, breakfast poor.my advice stay,  ",2
"items stolen room checking agon alexanderplatz discovered cell phone ipod stolen luggage hotel room, warned sure store valuables closet safe not just passports did,  ",2
"noisy, great location noisy, hear toilets showers neighbouring rooms, lucky time hen party, noise small hours, rooms clean basic, woul n't,  ",2
"not good expected small old rooms not worth price charged, no hospitality staff, location okay, expected booked room based positive reviews,  ",2
"ok wo n't stay husband honeymoon amsterdam stop european vacation, room ok noise outside unbearable, stopped, n't sleep day night, liked breakfast staff nice location hotel nightmare, hot room march window not stay, guess pay,  ",2
"no swimmer, hotel oke swimming pool oke, want swim sea not, beach terrible jatskis station motorboats, noisy noisy noisy, march water dirty plantes, sellers standing standing not late peace not relax lie beach, beaches bali kuta worst,  ",2
"good location family really enjoyed location close las ramblas city center.. problem room facing walls floor n't air circulating, breakfest really simple it__s okay.i recommend just make sure room facing sant agusti square,  ",2
"no chairs beautiful resort not chairs beach pool not 7am reserve chair luck not till 3- pm-4pm day, problems seating people chairs resort shared resort close place beautiful come wo n't place reason,  ",2
"wo n't just returned stay.the food just ok sick.to venders forceing themselfs resort.we tried horseback riding vender resort stand ripped off.they did n't horses everone sold dvd blank got home, 20.00 drain.so stay somewere time,  ",2
